Gene,Scaffold,Chromosome,ZorA,Non.sites,Syn.sites,pN,pS,dN,dS,SPM.Female
Msex2.14975,scaffold05592,0,A,187.333333333333,46.6666666666667,0,0,0,0,0.27081419803012
Msex2.14976,scaffold05589,0,A,190.333333333333,52.6666666666667,0,0,0,0,0.676590829661839
Msex2.14977,scaffold05585,26,A,386.333333333333,99.6666666666666,2,1,0,0,0.207680244117414
Msex2.14978,scaffold05633,0,A,630.666666666667,191.333333333333,6,12,0,1,0.718733251351071
Msex2.14979,scaffold05632,0,A,199.333333333333,55.6666666666667,2,11,0,0,2.07285120118908e-05
Msex2.14980,scaffold05653,13,A,348.333333333333,119.666666666667,1,5,0,1,0.999237946931189
Msex2.14981,scaffold05655,0,A,425.666666666667,108.333333333333,16,4,2,0,0.672207902307472
Msex2.14982,scaffold05696,0,A,154.333333333333,58.6666666666667,0,0,0,0,0.205302729591059
Msex2.14983,scaffold05681,0,A,671.333333333333,162.666666666667,22,1,0,0,2.32153359053503e-06
Msex2.14984,scaffold05684,0,A,340.666666666667,103.333333333333,6,1,1,0,0.490163223817287
Msex2.14985,scaffold05726,0,A,567,144,1,5,0,3,0.218809429094337
Msex2.14986,scaffold05725,0,A,650.666666666667,162.333333333333,0,5,0,1,0.671569204608247
Msex2.14987,scaffold05735,13,A,1000,293,1,17,0,0,0.0852138679486405
Msex2.14988,scaffold05746,0,A,699,216,0,0,0,0,0.433615119517927
Msex2.14989,scaffold05770,0,A,282.333333333333,77.6666666666666,3,2,0,0,7.44472755088937e-06
Msex2.14990,scaffold05777,0,A,290.666666666667,90.3333333333333,3,12,0,0,0.547551684436051
Msex2.14991,scaffold05789,0,A,314.666666666667,93.3333333333333,0,2,0,0,0.566795919911896
Msex2.14992,scaffold05804,0,A,271.666666666667,76.3333333333333,4,10,0,0,0.132163138874548
Msex2.14993,scaffold05798,0,A,243.666666666667,62.3333333333333,0,0,0,0,0.537731663178809
Msex2.14994,scaffold05848,0,A,486.666666666667,146.333333333333,0,0,0,0,0.487142223306305
Msex2.14995,scaffold05843,24,A,1378,428,0,15,0,0,0.557303736728812
Msex2.14996,scaffold05872,0,A,251.666666666667,81.3333333333333,0,1,0,1,0.478338764388169
Msex2.14997,scaffold05861,0,A,242,64,0,0,0,0,0.36634517384532
Msex2.14998,scaffold05888,0,A,586,197,2,7,0,0,0.793587810491231
Msex2.14999,scaffold05890,0,A,671.666666666667,216.333333333333,0,0,0,0,0.598700827183705
Msex2.15000,scaffold05909,0,A,147,36,3,2,0,0,0.580776457905501
Msex2.15001,scaffold05916,0,A,305,70,1,3,0,0,0.159955567897806
Msex2.15002,scaffold05941,0,A,233.333333333333,66.6666666666666,0,0,0,0,0.451893549150455
Msex2.15003,scaffold05938,0,A,35.3333333333333,9.66666666666666,3,4,0,1,0.111869845637707
Msex2.15004,scaffold05966,0,A,376.666666666667,109.333333333333,3,7,0,0,0.526765924893733
Msex2.15005,scaffold05985,0,A,516.666666666667,152.333333333333,0,0,0,0,0.954346519837164
Msex2.15006,scaffold06032,0,A,383.666666666667,108.333333333333,0,0,0,0,0.99142091152815
Msex2.15007,scaffold06046,0,A,776,169,0,0,0,0,0.656301828260781
Msex2.15008,scaffold06061,0,A,834.666666666667,230.333333333333,11,4,0,0,0.179062678133287
Msex2.15009,scaffold06091,0,A,510.333333333333,176.666666666667,12,13,0,0,0.788986822332349
Msex2.15010,scaffold06065,0,A,312.666666666667,89.3333333333333,6,3,0,0,0.579243857283372
Msex2.15011,scaffold06084,0,A,330.666666666667,83.3333333333333,0,2,0,0,0.552714350464582
Msex2.15012,scaffold06096,0,A,326.666666666667,102.333333333333,0,9,0,1,0.747581956304373
Msex2.15013,scaffold06103,0,A,306,84,0,0,0,0,0.599191641398567
Msex2.15014,scaffold06107,0,A,382,101,2,9,0,0,0.581272953053155
Msex2.15015,scaffold06133,15,A,548.333333333333,144.666666666667,8,4,0,0,0.38286160464933
Msex2.15016,scaffold06150,0,A,253,89,0,0,0,0,0.586696246178248
Msex2.15017,scaffold06186,0,A,381.666666666667,122.333333333333,1,4,0,0,0.674694653170943
Msex2.15018,scaffold06185,0,A,347,112,0,0,0,0,0.257193929583045
Msex2.15019,scaffold06211,0,A,772,185,2,2,0,0,0.0178471630471756
Msex2.15020,scaffold06273,19,A,216.333333333333,56.6666666666667,3,10,0,0,0.651804351598589
Msex2.15021,scaffold06280,0,A,275,64,0,0,0,0,0.492768260487185
Msex2.15022,scaffold06288,0,A,290.666666666667,93.3333333333333,3,3,0,0,0.610414130640094
Msex2.15023,scaffold06298,0,A,429,186,4,7,0,0,0.675999999999999
Msex2.15024,scaffold06319,0,A,637.333333333333,166.666666666667,0,0,0,0,0.463657821055736
Msex2.15025,scaffold06324,0,A,247,80,5,2,0,0,0.572638847815482
Msex2.15026,scaffold06357,0,A,292.666666666667,73.3333333333333,2,6,0,0,0.405334221226598
Msex2.15027,scaffold06385,0,A,567.666666666667,176.333333333333,5,14,0,0,0.297776655562292
Msex2.15028,scaffold06395,0,A,272.333333333333,84.6666666666666,11,1,0,0,0.570564548995564
Msex2.15029,scaffold06415,8,A,729,198,1,0,0,0,0.67239826522036
Msex2.15030,scaffold06410,0,A,313.333333333333,118.666666666667,3,0,0,0,0.633019461681097
Msex2.15031,scaffold06439,6,A,345.333333333333,92.6666666666666,0,11,0,1,0.368563212807758
Msex2.15032,scaffold06484,0,A,606.666666666667,155.333333333333,3,2,0,0,0
Msex2.15033,scaffold06486,0,A,219.333333333333,68.6666666666667,10,3,0,0,0.17335166204172
Msex2.15034,scaffold06516,0,A,254.333333333333,81.6666666666666,5,16,0,2,0.416666646408943
Msex2.15035,scaffold06563,15,A,527.333333333333,198.666666666667,2,17,0,1,0.492722125118099
Msex2.15036,scaffold06604,0,A,159,51,0,0,0,0,0.969699652781631
Msex2.15037,scaffold06592,0,A,212.333333333333,63.6666666666667,0,7,0,0,0.57682549219796
Msex2.15038,scaffold06619,0,A,267.666666666667,92.3333333333333,10,5,0,0,0.873455344245675
Msex2.15039,scaffold06605,0,A,146,40,1,0,0,0,0.29807036023189
Msex2.15040,scaffold06610,0,A,206,64,0,0,0,0,0.0344456351869877
Msex2.15041,scaffold06632,0,A,393.333333333333,131.666666666667,0,2,0,0,0.545859141612129
Msex2.15042,scaffold06658,0,A,430.666666666667,127.333333333333,0,0,0,0,0.446591129387978
Msex2.15043,scaffold06663,0,A,284,79,0,0,0,0,0.473833889007188
Msex2.15044,scaffold06672,0,A,337.333333333333,82.6666666666666,0,5,0,0,0.405037328782085
Msex2.15045,scaffold06645,22,A,330.333333333333,101.666666666667,5,9,0,0,0.58211910783749
Msex2.15046,scaffold06683,0,A,775,194,1,0,0,0,0.400192400014087
Msex2.15047,scaffold06696,0,A,253,89,7,2,1,0,0.499206619740917
Msex2.15048,scaffold06711,0,A,229.333333333333,79.6666666666666,7,1,0,0,0.384123431835699
Msex2.15049,scaffold06714,0,A,954,243,2,10,0,0,0.543032803746536
Msex2.15050,scaffold06724,0,A,786.666666666667,197.333333333333,0,0,0,0,0.542654708984633
Msex2.15051,scaffold06764,0,A,52.3333333333333,19.6666666666667,9,0,0,0,0.673340820230304
Msex2.15052,scaffold06757,0,A,287.666666666667,69.3333333333333,3,0,0,0,0.563670529667952
Msex2.15053,scaffold06763,0,A,193,59,3,3,0,0,0.716823289102555
Msex2.15054,scaffold06804,0,A,402.333333333333,128.666666666667,0,0,0,0,0.563086632664294
Msex2.15055,scaffold06806,0,A,173.333333333333,54.6666666666667,0,0,0,0,0.0969644324388384
Msex2.15056,scaffold06895,0,A,296.666666666667,87.3333333333333,1,11,0,0,0.669160360064301
Msex2.15057,scaffold06850,0,A,292.666666666667,85.3333333333333,0,0,0,0,0.156687983472906
Msex2.15058,scaffold06865,16,A,1858,500,16,52,0,1,0.145836578770161
Msex2.15059,scaffold06903,0,A,172,50,1,2,0,0,0.353441637929875
Msex2.15060,scaffold06899,0,A,710.666666666667,189.333333333333,3,4,0,0,1
Msex2.15061,scaffold06916,0,A,66.6666666666667,17.3333333333333,0,0,0,0,0.840806057824669
Msex2.15062,scaffold06931,0,A,279.333333333333,86.6666666666666,0,0,0,0,0.447513812154696
Msex2.15063,scaffold06956,0,A,201,57,7,6,0,0,0.000194423937626
Msex2.15064,scaffold06963,0,A,540.333333333333,152.666666666667,9,19,0,1,0.759739425682167
Msex2.15065,scaffold06970,0,A,328.333333333333,85.6666666666666,0,1,0,0,0.616179580280286
Msex2.15066,scaffold06991,0,A,371.333333333333,96.6666666666666,0,0,0,0,0.319103727911525
Msex2.15067,scaffold06994,0,A,164.333333333333,45.6666666666667,1,4,0,0,0.319368345674939
Msex2.15068,scaffold06978,0,A,355.333333333333,79.6666666666666,2,2,0,0,0.418945467930716
Msex2.15069,scaffold07003,0,A,172.666666666667,49.3333333333333,0,0,0,0,0.875551641164729
Msex2.15070,scaffold07022,0,A,15.3333333333333,5.66666666666667,9,0,0,0,0.561653819237932
Msex2.15071,scaffold07018,10,A,569.333333333333,159.666666666667,11,15,1,0,0.083557765865719
Msex2.15072,scaffold07020,0,A,499.333333333333,184.666666666667,8,25,0,1,0.605390522504629
Msex2.15073,scaffold07090,0,A,628.333333333333,208.666666666667,7,0,0,0,0.523227055833298
Msex2.15074,scaffold07078,0,A,597.333333333333,173.666666666667,5,2,0,0,0.250173460113946
Msex2.15075,scaffold07083,0,A,235.333333333333,64.6666666666666,0,0,0,0,NA
Msex2.15076,scaffold07107,0,A,531.333333333333,188.666666666667,11,8,0,0,6.26427100011582e-06
Msex2.15077,scaffold07159,0,A,147,39,2,0,0,0,0.810953461617138
Msex2.15078,scaffold07170,0,A,210.666666666667,59.3333333333333,0,0,0,0,0
Msex2.15079,scaffold07168,0,A,280.333333333333,79.6666666666666,4,7,0,0,0.129344799370492
Msex2.15080,scaffold07162,0,A,202.333333333333,52.6666666666667,1,5,0,1,0.543012015177628
Msex2.15081,scaffold07191,0,A,228,66,0,0,0,0,0.519927771388506
Msex2.15082,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.373223836347465
Msex2.15083,scaffold07190,0,A,197.666666666667,57.3333333333333,0,0,0,0,0.561943494482663
Msex2.15084,scaffold07209,0,A,329,109,6,7,0,1,0.552882502867325
Msex2.15085,scaffold07211,0,A,322.333333333333,130.666666666667,2,2,0,0,0.597874134990467
Msex2.15086,scaffold07224,7,A,488.333333333333,120.666666666667,0,0,0,0,0.377381211298372
Msex2.15087,scaffold07232,0,A,373.333333333333,109.666666666667,0,0,0,0,0.502184432543387
Msex2.15088,scaffold07238,0,A,136,38,0,0,0,0,0.413205364762899
Msex2.15089,scaffold07242,25,A,310.666666666667,94.3333333333333,0,21,0,0,0.517165577113073
Msex2.15090,scaffold07307,0,A,283,74,2,0,0,0,0.634517649268483
Msex2.15091,scaffold07315,0,A,837.333333333333,254.666666666667,12,9,0,0,0.959159014016433
Msex2.15092,scaffold07362,0,A,204.666666666667,62.3333333333333,11,5,1,0,0.00128118089875877
Msex2.15093,scaffold07375,0,A,170.333333333333,57.6666666666667,0,0,0,0,0.881590841041185
Msex2.15094,scaffold07385,0,A,192.333333333333,50.6666666666667,0,3,0,0,0.459509485734108
Msex2.15095,scaffold07408,0,A,186,66,4,2,0,0,0.2918303460623
Msex2.15096,scaffold07447,0,A,180.666666666667,47.3333333333333,0,3,0,0,0.585921081039478
Msex2.15097,scaffold07435,0,A,267,78,0,9,0,0,0.487290578942476
Msex2.15098,scaffold07464,0,A,846,240,0,0,0,0,0.638727925419808
Msex2.15099,scaffold07457,0,A,236,61,6,10,0,0,0.431030034268701
Msex2.15100,scaffold07458,0,A,273.333333333333,74.6666666666666,6,4,0,0,0.682861701081414
Msex2.15101,scaffold07474,0,A,361,92,0,0,0,0,0.450735555987253
Msex2.15102,scaffold07491,0,A,79.3333333333333,22.6666666666667,2,0,0,0,1
Msex2.15103,scaffold07491,0,A,303,87,3,7,0,0,0.37893960395066
Msex2.15104,scaffold07514,13,A,330.666666666667,83.3333333333333,6,3,0,0,0.758936022573856
Msex2.15105,scaffold07504,0,A,326.333333333333,78.6666666666666,16,17,0,1,0.995668644450553
Msex2.15106,scaffold07556,0,A,177,48,2,0,0,0,0.326199572144638
Msex2.15107,scaffold07580,0,A,172.666666666667,52.3333333333333,0,0,0,0,0.0167981118448849
Msex2.15108,scaffold07579,0,A,99,24,14,7,0,0,0.584052544264501
Msex2.15109,scaffold07596,0,A,236.333333333333,66.6666666666667,1,6,0,0,0.444175512501331
Msex2.15110,scaffold07601,0,A,44.6666666666667,18.3333333333333,5,0,0,0,0.49951325744848
Msex2.15111,scaffold07621,0,A,256.333333333333,82.6666666666667,6,3,0,0,0.524063097071229
Msex2.15112,scaffold07644,0,A,282.333333333333,86.6666666666666,2,0,0,0,0.593241231150207
Msex2.15113,scaffold07637,11,A,1628,430,3,48,0,1,0.99782454338072
Msex2.15114,scaffold07641,0,A,681,168,15,19,0,0,0.316365592078206
Msex2.15115,scaffold07658,0,A,322,95,0,0,0,0,0.584259841248517
Msex2.15116,scaffold07659,24,A,250,71,0,10,0,1,0.750306282454571
Msex2.15117,scaffold07678,0,A,232.666666666667,58.3333333333333,0,0,0,0,0.279901877576284
Msex2.15118,scaffold07686,0,A,260.333333333333,72.6666666666666,4,1,0,0,0.356263606647888
Msex2.15119,scaffold07694,0,A,459,141,3,4,0,0,0.487087751465439
Msex2.15120,scaffold07708,0,A,400.666666666667,91.3333333333333,0,0,0,0,0.33315556330677
Msex2.15121,scaffold07666,0,A,406,107,5,5,0,0,0.635464477639435
Msex2.15122,scaffold07727,0,A,179.666666666667,51.3333333333333,0,0,0,0,0.598656648633367
Msex2.15123,scaffold04178,0,A,182,52,0,1,0,0,0.859088078005197
Msex2.15124,scaffold07760,0,A,503,121,22,9,1,0,0.994154104186082
Msex2.15125,scaffold07770,0,A,492.333333333333,161.666666666667,1,10,0,1,0.548167930217417
Msex2.15126,scaffold07756,0,A,229,77,5,7,0,0,0.542861199973037
Msex2.15127,scaffold07806,0,A,133.666666666667,34.3333333333333,0,7,0,0,0.56774124107824
Msex2.15128,scaffold07789,0,A,512.666666666667,144.333333333333,7,3,0,0,0.915236328293265
Msex2.15129,scaffold07886,0,A,594.666666666667,176.333333333333,2,22,0,1,0.449283667621777
Msex2.15130,scaffold07875,0,A,610,170,15,15,1,0,0.763252567259389
Msex2.15131,scaffold07878,13,A,324.666666666667,92.3333333333333,0,3,0,1,0.486785696391693
Msex2.15132,scaffold07906,0,A,314,94,0,12,0,0,0.627026441156506
Msex2.15133,scaffold07915,0,A,346,104,0,0,0,0,0.36615744527034
Msex2.15134,scaffold07960,0,A,351.666666666667,83.3333333333333,0,0,0,0,0.483312691930516
Msex2.15135,scaffold07980,0,A,284.666666666667,84.3333333333333,2,11,0,0,0.200548978838206
Msex2.15136,scaffold08007,0,A,458.666666666667,123.333333333333,8,6,1,0,0.546511840894619
Msex2.15137,scaffold08036,0,A,175,47,0,7,0,0,0.448821415371829
Msex2.15138,scaffold08022,0,A,642.666666666667,173.333333333333,1,3,0,0,0.603267608866954
Msex2.15139,scaffold08033,3,A,551.666666666667,189.333333333333,3,16,0,0,0.790565276814547
Msex2.15140,scaffold07998,0,A,335.666666666667,111.333333333333,6,2,0,0,0.662544618549217
Msex2.15141,scaffold08062,0,A,179.666666666667,51.3333333333333,0,0,0,0,0.655985806806707
Msex2.15142,scaffold08071,0,A,318,105,1,4,0,0,0.597461533630166
Msex2.15143,scaffold08064,0,A,198,60,0,0,0,0,0.518720026923185
Msex2.15144,scaffold08084,0,A,316.333333333333,88.6666666666666,10,3,2,0,0.659947583382339
Msex2.15145,scaffold08080,0,A,373.333333333333,106.666666666667,7,5,0,0,0.560433396078389
Msex2.15146,scaffold08120,15,A,147.333333333333,41.6666666666667,0,2,0,0,0.517549016373286
Msex2.15147,scaffold08112,0,A,340.666666666667,85.3333333333333,7,7,0,0,0.743795831088038
Msex2.15148,scaffold08134,0,A,285.333333333333,71.6666666666666,0,4,0,0,0.582600747571878
Msex2.15149,scaffold08158,0,A,301.333333333333,97.6666666666666,0,0,0,0,0.300597782460088
Msex2.15150,scaffold08207,26,A,314.333333333333,93.6666666666666,1,0,0,0,0.859359741481863
Msex2.15151,scaffold08218,24,A,816,231,1,22,0,1,0.465096273696406
Msex2.15152,scaffold08279,0,A,228,72,0,1,0,0,0.42782807998953
Msex2.15153,scaffold08306,0,A,137,37,0,1,0,0,0.743734525015988
Msex2.15154,scaffold08344,0,A,352.333333333333,112.666666666667,2,5,0,0,0.545178728485205
Msex2.15155,scaffold08351,0,A,364.333333333333,112.666666666667,0,0,0,0,0.600888814497252
Msex2.15156,scaffold08360,0,A,0,0,0,0,0,0,0.701934753646085
Msex2.15157,scaffold08392,0,A,348,105,0,0,0,0,0.601834277864279
Msex2.15158,scaffold08414,0,A,0,0,0,0,0,0,0.56412848283092
Msex2.15159,scaffold08398,0,A,26.3333333333333,6.66666666666667,9,0,1,0,0.726169500098631
Msex2.15160,scaffold08408,1,Z,838,242,4,3,0,0,0.495545881279419
Msex2.15161,scaffold08457,0,A,709.666666666667,172.333333333333,33,17,1,0,0.000379407864654745
Msex2.15162,scaffold08482,0,A,401.333333333333,111.666666666667,1,0,0,0,0.327539469389053
Msex2.15163,scaffold08506,0,A,151.333333333333,43.6666666666667,1,5,0,0,0.596882894628265
Msex2.15164,scaffold08540,0,A,550.666666666667,148.333333333333,10,14,0,0,0.702315675722061
Msex2.15165,scaffold08544,0,A,194.333333333333,60.6666666666667,0,0,0,0,0.00714639645695453
Msex2.15166,scaffold08537,0,A,511.666666666667,160.333333333333,33,19,0,0,0.535411592975507
Msex2.15167,scaffold08555,0,A,501,168,0,0,0,0,0.605203067958869
Msex2.15168,scaffold08582,0,A,290.666666666667,87.3333333333333,0,0,0,0,0.64522176372972
Msex2.15169,scaffold08596,0,A,635,184,6,8,0,2,0.558316734579734
Msex2.15170,scaffold08618,0,A,599,145,6,25,1,1,0.69824704406847
Msex2.15171,scaffold08653,0,A,478,134,9,4,0,0,0.500230054715637
Msex2.15172,scaffold08639,0,A,551.333333333333,216.666666666667,3,8,0,0,0.710088043248833
Msex2.15173,scaffold08663,7,A,486,144,2,3,0,0,0.579464333033649
Msex2.15174,scaffold08649,11,A,744.666666666667,224.333333333333,10,2,0,0,0.537963657042474
Msex2.15175,scaffold08661,8,A,303,90,2,10,0,1,0.545285659625602
Msex2.15176,scaffold08668,0,A,242.666666666667,66.3333333333333,0,0,0,0,1
Msex2.15177,scaffold08679,4,A,379.666666666667,121.333333333333,5,4,0,1,0.436647502111955
Msex2.15178,scaffold08719,0,A,280.666666666667,103.333333333333,4,2,0,0,0.595072200086453
Msex2.15179,scaffold08690,0,A,190.666666666667,67.3333333333333,0,0,0,0,0.60627821914797
Msex2.15180,scaffold08710,26,A,265.333333333333,76.6666666666666,0,16,0,0,0.451682185719007
Msex2.15181,scaffold08727,0,A,215.666666666667,81.3333333333333,7,0,0,0,0.854776189740375
Msex2.15182,scaffold08742,0,A,185.333333333333,57.6666666666667,0,6,0,2,0.483836523563465
Msex2.15183,scaffold08768,0,A,128.333333333333,30.6666666666667,0,7,0,0,0.43975453206385
Msex2.15184,scaffold08760,0,A,217,71,0,3,0,0,0.410875909626254
Msex2.15185,scaffold08819,3,A,510.333333333333,137.666666666667,4,11,1,0,0.590353621372761
Msex2.15186,scaffold08784,0,A,286.333333333333,100.666666666667,0,0,0,0,0.742783015276548
Msex2.15187,scaffold08839,0,A,358.333333333333,82.6666666666666,2,3,0,0,0.00872320539474032
Msex2.15188,scaffold08824,0,A,313,101,0,0,0,0,0.564699367978646
Msex2.15189,scaffold08894,0,A,0,0,0,0,0,0,1
Msex2.15190,scaffold08873,0,A,330,102,0,0,0,0,0.517026691128603
Msex2.15191,scaffold08908,0,A,166.333333333333,52.6666666666667,4,0,0,0,0.410186944920728
Msex2.15192,scaffold08963,0,A,549.333333333333,128.666666666667,0,0,0,0,0.000321100888803842
Msex2.15193,scaffold08980,0,A,332,100,8,0,0,1,0.301931486047922
Msex2.15194,scaffold08993,0,A,323.666666666667,111.333333333333,0,0,0,0,0.311658073873043
Msex2.15195,scaffold08994,0,A,1146.66666666667,311.333333333333,6,4,1,0,0.373305526639956
Msex2.15196,scaffold09004,0,A,185.333333333333,45.6666666666667,0,0,0,0,0.723399221539924
Msex2.15197,scaffold09082,0,A,134.666666666667,42.3333333333333,0,3,0,1,0.525821340190217
Msex2.15198,scaffold09064,0,A,592.666666666667,184.333333333333,0,0,0,0,0.681824534715847
Msex2.15199,scaffold09074,0,A,344.666666666667,99.3333333333333,0,0,0,0,0.521835321697841
Msex2.15200,scaffold09129,0,A,204.333333333333,56.6666666666667,0,9,0,0,0.832364660871143
Msex2.15201,scaffold09151,0,A,181.333333333333,52.6666666666667,0,0,0,0,0.000121108566586099
Msex2.15202,scaffold09167,0,A,691.333333333333,205.666666666667,7,6,0,0,0.801498508854025
Msex2.15203,scaffold09197,0,A,160.666666666667,37.3333333333333,3,2,0,0,0.896626403666572
Msex2.15204,scaffold09214,3,A,589.333333333333,160.666666666667,4,10,0,0,0.906391389872718
Msex2.15205,scaffold09245,0,A,216,60,1,2,0,0,0.569949140921603
Msex2.15206,scaffold09260,0,A,440,106,0,0,0,0,0.74293773087752
Msex2.15207,scaffold09263,0,A,364.333333333333,103.666666666667,1,12,0,1,0.421120570313639
Msex2.15208,scaffold09291,0,A,229,53,5,4,1,0,0.493535228735624
Msex2.15209,scaffold09289,0,A,221.333333333333,63.6666666666667,2,1,0,0,0.58979048154954
Msex2.15210,scaffold09331,0,A,966.666666666667,362.333333333333,12,22,1,0,0.760514572040699
Msex2.15211,scaffold09318,0,A,705.333333333333,188.666666666667,0,0,0,0,0.000681533188675436
Msex2.15212,scaffold09379,0,A,272,124,0,0,0,0,0.591177912968725
Msex2.15213,scaffold09406,24,A,532,161,1,28,0,3,0.133288903698767
Msex2.15214,scaffold09431,0,A,373,101,5,1,1,0,0.419291958660018
Msex2.15215,scaffold09440,0,A,544,140,2,2,0,0,0.776517324940227
Msex2.15216,scaffold09464,0,A,267,72,0,0,0,0,0.46791464253892
Msex2.15217,scaffold09453,0,A,247.666666666667,58.3333333333333,1,1,0,0,0.768458776761678
Msex2.15218,scaffold09537,0,A,611.333333333333,198.666666666667,0,1,0,0,0.107642076687679
Msex2.15219,scaffold09561,0,A,230.333333333333,96.6666666666667,6,0,0,0,0.783786282742768
Msex2.15220,scaffold09624,0,A,284.666666666667,87.3333333333333,4,1,0,0,0.602176460495143
Msex2.15221,scaffold09602,13,A,253.666666666667,67.3333333333333,0,1,0,0,0.531892846835054
Msex2.15222,scaffold09595,0,A,396.666666666667,122.333333333333,1,1,0,0,1
Msex2.15223,scaffold09762,0,A,492.666666666667,158.333333333333,0,6,0,0,0.433326762716722
Msex2.15224,scaffold09767,22,A,253,71,7,3,1,0,0.526879748159478
Msex2.15225,scaffold09772,0,A,282.666666666667,89.3333333333333,1,10,0,0,0.82812259567234
Msex2.15226,scaffold09809,0,A,41.3333333333333,9.66666666666666,0,2,0,0,0.347529825033165
Msex2.15227,scaffold09836,0,A,168.666666666667,44.3333333333333,0,0,0,0,0.340033888846393
Msex2.15228,scaffold09860,0,A,120.666666666667,32.3333333333333,1,3,0,0,0.77230204705059
Msex2.15229,scaffold09872,0,A,541,131,20,36,1,2,5.24437207846492e-06
Msex2.15230,scaffold09877,0,A,267,75,0,0,0,0,0.507870846856551
Msex2.15231,scaffold09920,19,A,458,136,1,5,0,0,0.512165499360791
Msex2.15232,scaffold09894,0,A,340.333333333333,97.6666666666666,7,0,0,0,0.641070329786836
Msex2.15233,scaffold09916,0,A,273.666666666667,83.3333333333333,0,1,0,0,0.122694125072583
Msex2.15234,scaffold09935,0,A,283.333333333333,94.6666666666666,2,8,0,2,0.670847987573438
Msex2.15235,scaffold09990,24,A,261.333333333333,71.6666666666666,1,1,0,0,0.516745916348977
Msex2.15236,scaffold09949,0,A,166.333333333333,43.6666666666667,0,0,0,0,0.809339446545747
Msex2.15237,scaffold09969,0,A,250,95,12,3,0,0,0.564432061033768
Msex2.15238,scaffold10007,13,A,760.333333333333,208.666666666667,2,20,0,2,0.779277918986154
Msex2.15239,scaffold10004,24,A,508.666666666667,139.333333333333,2,4,0,0,0.62760416102387
Msex2.15240,scaffold10038,0,A,530.666666666667,144.333333333333,6,26,0,0,0.0474950619500808
Msex2.15241,scaffold10003,0,A,397,119,4,5,0,0,0.152815999862049
Msex2.15242,scaffold10054,15,A,1049.33333333333,351.666666666667,11,3,0,0,0.484835854345222
Msex2.15243,scaffold10090,0,A,144,33,6,5,0,0,0.187477727336112
Msex2.15244,scaffold10086,0,A,237,78,6,8,0,0,0.595373361329864
Msex2.15245,scaffold10138,0,A,591,150,2,0,1,0,0.314684512280745
Msex2.15246,scaffold10146,0,A,134,49,9,5,1,0,1
Msex2.15247,scaffold10175,0,A,315,96,0,2,0,0,0.62644803211133
Msex2.15248,scaffold10208,0,A,776,217,6,6,0,0,0.853952179246331
Msex2.15249,scaffold10196,0,A,548.333333333333,162.666666666667,1,23,0,0,0.478138502078228
Msex2.15250,scaffold10204,0,A,220.666666666667,58.3333333333333,1,3,0,0,0.544609560458323
Msex2.15251,scaffold10317,0,A,291.666666666667,77.3333333333333,4,3,0,1,0.349406034507725
Msex2.15252,scaffold10342,0,A,252,66,0,0,0,0,0.691186888510215
Msex2.15253,scaffold10332,0,A,638.333333333333,171.666666666667,0,0,0,0,0.731173376370664
Msex2.15254,scaffold10385,0,A,303,87,6,4,0,0,0.425954504213637
Msex2.15255,scaffold10368,0,A,210.666666666667,44.3333333333333,2,2,0,0,0.378470879270062
Msex2.15256,scaffold10396,0,A,423,174,3,11,0,0,0.652840618532883
Msex2.15257,scaffold10414,0,A,638,172,0,0,0,0,0.640645350719099
Msex2.15258,scaffold10524,0,A,122.333333333333,33.6666666666667,0,3,0,1,0.494961251577271
Msex2.15259,scaffold10531,0,A,166,59,3,0,0,0,0.552920957782989
Msex2.15260,scaffold10585,0,A,182,49,0,0,0,0,0.641681788479709
Msex2.15261,scaffold10622,0,A,139,38,1,0,0,0,0.00128345189080577
Msex2.15262,scaffold10619,28,A,261.333333333333,92.6666666666666,14,3,0,0,0.708492894637409
Msex2.15263,scaffold10610,11,A,324,114,0,12,0,0,0.593888881487721
Msex2.15264,scaffold10634,0,A,325.333333333333,88.6666666666666,0,0,0,0,0.925809027811431
Msex2.15265,scaffold10653,0,A,241.666666666667,61.3333333333333,4,2,0,0,0.542097077186023
Msex2.15266,scaffold10640,0,A,266.666666666667,75.3333333333333,0,0,0,0,0.448760092285845
Msex2.15267,scaffold10668,0,A,325.333333333333,88.6666666666666,0,0,0,0,0.83229204631004
Msex2.15268,scaffold10739,0,A,193,59,0,0,0,0,0.484394639401837
Msex2.15269,scaffold10753,20,A,318,78,5,2,1,0,0.308882582508301
Msex2.15270,scaffold10792,0,A,244.333333333333,76.6666666666666,4,5,0,0,0.684695328551531
Msex2.15271,scaffold10777,0,A,33,9,0,0,0,0,NA
Msex2.15272,scaffold10810,0,A,1078.66666666667,295.333333333333,0,0,0,0,0.985918326663275
Msex2.15273,scaffold10796,0,A,224,70,3,3,0,0,0.82123050441957
Msex2.15274,scaffold10784,0,A,315.333333333333,98.6666666666666,6,6,0,0,0.832727365175902
Msex2.15275,scaffold10797,0,A,241.333333333333,79.6666666666667,0,0,0,0,0.613884673118516
Msex2.15276,scaffold10795,0,A,120.666666666667,32.3333333333333,1,0,0,0,0.539695384162096
Msex2.15277,scaffold10832,7,A,320,82,2,9,1,0,0.588266511749453
Msex2.15278,scaffold10892,0,A,226,65,0,3,0,0,0.587284938407931
Msex2.15279,scaffold10893,0,A,210,57,0,7,0,0,0.336676135302413
